GARBAGE_COLLECTOR;MEAN_rdtsc;MEDIAN_rdtsc;MEAN_clock;MEDIAN_clock
custom;39813.67;37463;11.11429;11
generated;150079;145946;40.88226;40
GraphIV_65536B_2018-10-03:21:28:16/
cheney;28171.22;24696;7.762903;7
custom;9012.516;6554;2.625448;2
generated;21780.19;20418;6.033871;6
GraphIV_8192B_2018-10-03:21:27:37/
cheney;10496.62;7588;2.985342;2
custom;5341.21;4478;1.572212;1
generated;6347.925;5674;1.802932;2
GraphIV_8388608B_2018-10-03:21:53:23/
cheney;3049450;2901631;825.0952;785.5
custom;617105.4;591746;167.7143;161
generated;2461315;2328294;666.3968;631
